"Cardroom","Username","Nickname","Country","Signup date + time","Frozen","Signup IP","Signup serial","Date first rake/fee","Player Code","Lifetime Rake","Lifetime Fee"
"efortuna","Pedros1969","Pedros19691","Romania","2026-03-17 15:11:49","Not frozen","86.120.188.33","d80b40f0-0b21-443d-9967-8e12518bbf99","2026-03-17 00:00:00","39741920","0","0.21000000067042704"
"sportiumbet.mx","Jovany1990","Jovany1990","Mexico","2026-03-17 13:24:40","Not frozen",NULL,NULL,NULL,"39741488",NULL,NULL
"netbetuk","NETB5BDCD4BFF5FA","NETB5BDCD4BFF5FA","United Kingdom","2026-03-17 22:44:10","Not frozen",NULL,NULL,NULL,"39744101",NULL,NULL
"paddypowerpoker.com","306516895","runnertense631","Malta","2026-03-17 20:27:59","Not frozen","86.151.121.82","r2ejrk13162","2026-03-17 00:00:00","39743363","0.01737928297393835","18.77"
"bifortuna.cz","Staanislav","Staanislav","Czech Republic","2026-03-17 21:47:35","Not frozen",NULL,"600d3041d14c8d50b69c6cb479a67aa7",NULL,"39743752",NULL,NULL
"sportiumbet.mx","David1103","David11032","Mexico","2026-03-17 22:27:20","Not frozen",NULL,NULL,NULL,"39743990",NULL,NULL
"netbetro","NETB0811D4233A53","NETB0811D4233A53","Romania","2026-03-17 22:12:00","Not frozen",NULL,NULL,NULL,"39743899",NULL,NULL
"teammexico.mx","1396716","13967164","Mexico","2026-03-17 15:04:28","Not frozen","177.245.212.53","9be3443aabb4f5273cbc0160810fe185",NULL,"39741893",NULL,NULL
"betsson.com","1992325400","devilbig5532","Chile","2026-03-17 22:33:40","Not frozen",NULL,NULL,NULL,"39744030",NULL,NULL
"sportiumbet.mx","Idaliacruz1","Idaliacruz1","Mexico","2026-03-17 20:54:30","Not frozen",NULL,NULL,NULL,"39743479",NULL,NULL
"redstar","Roshni2929","Roshni2929","Unknown","2026-03-17 17:08:10","Not frozen",NULL,NULL,NULL,"39742401",NULL,NULL
"netbetro","NETB67B3EFA1130B","NETB67B3EFA1130B","Romania","2026-03-17 17:53:50","Not frozen",NULL,NULL,NULL,"39742600",NULL,NULL
"efortuna","mihai1880","mihai1880","Romania","2026-03-17 17:10:11","Not frozen","81.18.88.188","84bfd382-0207-4ecd-b9e7-0a6be809885e","2026-03-17 00:00:00","39742416","0","0.03000000009577529"
"bet365poker.bap","GABRIEETO3790","Gabrieleeeto","Argentina","2026-03-18 01:50:56","Not frozen","201.220.17.247","148d04cda81645e4641e62855674a75a",NULL,"39744917",NULL,NULL
"netbetro","NETBD495EB893343","NETBD495EB893343","Romania","2026-03-17 13:28:30","Not frozen",NULL,NULL,NULL,"39741501",NULL,NULL
"sportiumbet.mx","ANAHI119","ANAHI119","Mexico","2026-03-17 15:19:00","Not frozen",NULL,NULL,NULL,"39741944",NULL,NULL
"sportiumbet.mx","Fernanfloo666","Fernanfloo666","Mexico","2026-03-17 20:28:30","Not frozen",NULL,NULL,NULL,"39743366",NULL,NULL
"betfairpoker","110587143","promask361","United Kingdom","2026-03-17 17:26:21","Not frozen","82.132.216.133","06fef0e04ecebbf282addc9160da3810",NULL,"39742477","0","0"
